날짜,요일,홈,방문,구장_x,관중수,지역,구장_y,수용인원(KBO),좌석수,점유율
2024/08/13,화,삼성,KT,대구,15109,대구,대구 삼성 라이온즈파크,"24,000",24000,62.954166666666666
2024/08/13,화,한화,LG,대전,11748,대전,한화생명 이글스 파크,"13,000",12000,97.89999999999999
2024/08/13,화,NC,SSG,창원,5121,창원,창원NC파크,"22,112",17891,28.623330166005257
2024/08/14,수,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/08/14,수,삼성,KT,대구,20435,대구,대구 삼성 라이온즈파크,"24,000",24000,85.14583333333333
2024/08/14,수,한화,LG,대전,11884,대전,한화생명 이글스 파크,"13,000",12000,99.03333333333333
2024/08/14,수,두산,롯데,잠실,21337,잠실,서울종합운동장 야구장,"25,553",23750,89.84
2024/08/15,목,키움,KIA,고척,16000,고척,고척스카이돔,"17,000",16000,100.0
2024/08/15,목,삼성,KT,대구,24000,대구,대구 삼성 라이온즈파크,"24,000",24000,100.0
2024/08/15,목,한화,LG,대전,12000,대전,한화생명 이글스 파크,"13,000",12000,100.0
2024/08/15,목,두산,롯데,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/08/15,목,NC,SSG,창원,10389,창원,창원NC파크,"22,112",17891,58.06830249846291
2024/08/16,금,SSG,한화,문학,21057,문학,인천 SSG 랜더스필드,"23,000",23000,91.55217391304348
2024/08/16,금,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/08/16,금,KT,두산,수원,11443,수원,케이티위즈파크,"20,000",18700,61.19251336898396
2024/08/16,금,NC,삼성,창원,10580,창원,창원NC파크,"22,112",17891,59.13587837460176
2024/08/16,금,롯데,키움,사직,21181,사직,사직야구장,"22,990",22758,93.07056859126462
2024/08/17,토,SSG,한화,문학,23000,문학,인천 SSG 랜더스필드,"23,000",23000,100.0
2024/08/17,토,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/08/17,토,KT,두산,수원,16427,수원,케이티위즈파크,"20,000",18700,87.84491978609626
2024/08/17,토,NC,삼성,창원,17891,창원,창원NC파크,"22,112",17891,100.0
2024/08/17,토,롯데,키움,사직,22758,사직,사직야구장,"22,990",22758,100.0
2024/08/18,일,SSG,한화,문학,22545,문학,인천 SSG 랜더스필드,"23,000",23000,98.02173913043478
2024/08/18,일,LG,KIA,잠실,23750,잠실,서울종합운동장 야구장,"25,553",23750,100.0
2024/08/18,일,KT,두산,수원,12164,수원,케이티위즈파크,"20,000",18700,65.04812834224599
2024/08/18,일,NC,삼성,창원,12328,창원,창원NC파크,"22,112",17891,68.90615393214465
2024/08/18,일,롯데,키움,사직,20740,사직,사직야구장,"22,990",22758,91.13278846998858
